hour,city,latitude,longitude,temp,wind_speed,humidity,date,temp_category,wind_category,humidity_category
16,Hyderabad,17.398945,78.457085,32.3,7.2,41,2026-05-30,Hot,Moderate,Moderate
17,Hyderabad,17.398945,78.457085,31.5,8.5,45,2026-05-30,Medium,Moderate,Moderate
18,Hyderabad,17.398945,78.457085,30.5,12.7,49,2026-05-30,Medium,High,Moderate
19,Hyderabad,17.398945,78.457085,29.6,11.1,53,2026-05-30,Medium,High,Moderate
20,Hyderabad,17.398945,78.457085,28.6,10.7,57,2026-05-30,Medium,High,Moderate
21,Hyderabad,17.398945,78.457085,28.4,9.5,58,2026-05-30,Medium,Moderate,Moderate
22,Hyderabad,17.398945,78.457085,28.1,10.1,60,2026-05-30,Medium,High,Moderate
23,Hyderabad,17.398945,78.457085,28.0,10.3,60,2026-05-30,Medium,High,Moderate
0,Hyderabad,17.398945,78.457085,27.9,11.1,56,2026-05-31,Medium,High,Moderate
1,Hyderabad,17.398945,78.457085,28.0,9.2,54,2026-05-31,Medium,Moderate,Moderate
2,Hyderabad,17.398945,78.457085,29.3,10.6,51,2026-05-31,Medium,High,Moderate
3,Hyderabad,17.398945,78.457085,30.9,13.6,46,2026-05-31,Medium,High,Moderate
4,Hyderabad,17.398945,78.457085,32.2,13.9,43,2026-05-31,Hot,High,Moderate
5,Hyderabad,17.398945,78.457085,33.8,13.7,39,2026-05-31,Hot,High,Moderate
6,Hyderabad,17.398945,78.457085,35.1,13.3,36,2026-05-31,Hot,High,Moderate
7,Hyderabad,17.398945,78.457085,36.0,12.4,35,2026-05-31,Hot,High,Moderate
8,Hyderabad,17.398945,78.457085,36.6,11.6,33,2026-05-31,Hot,High,Moderate
9,Hyderabad,17.398945,78.457085,37.0,11.2,33,2026-05-31,Hot,High,Moderate
10,Hyderabad,17.398945,78.457085,37.2,11.0,32,2026-05-31,Hot,High,Moderate
11,Hyderabad,17.398945,78.457085,36.5,10.2,32,2026-05-31,Hot,High,Moderate
12,Hyderabad,17.398945,78.457085,36.0,10.7,32,2026-05-31,Hot,High,Moderate
13,Hyderabad,17.398945,78.457085,35.0,11.0,34,2026-05-31,Hot,High,Moderate
14,Hyderabad,17.398945,78.457085,34.8,7.7,35,2026-05-31,Hot,Moderate,Moderate
15,Hyderabad,17.398945,78.457085,34.2,4.3,37,2026-05-31,Hot,Low,Moderate
16,Hyderabad,17.398945,78.457085,33.5,2.6,41,2026-05-31,Hot,Low,Moderate
17,Hyderabad,17.398945,78.457085,33.1,1.8,44,2026-05-31,Hot,Low,Moderate
18,Hyderabad,17.398945,78.457085,32.5,1.7,46,2026-05-31,Hot,Low,Moderate
19,Hyderabad,17.398945,78.457085,31.2,5.1,47,2026-05-31,Medium,Moderate,Moderate
20,Hyderabad,17.398945,78.457085,28.9,8.8,53,2026-05-31,Medium,Moderate,Moderate
21,Hyderabad,17.398945,78.457085,27.4,11.4,60,2026-05-31,Medium,High,Moderate
22,Hyderabad,17.398945,78.457085,25.7,13.8,69,2026-05-31,Medium,High,High
23,Hyderabad,17.398945,78.457085,25.8,10.4,71,2026-05-31,Medium,High,High
0,Hyderabad,17.398945,78.457085,25.9,8.9,70,2026-06-01,Medium,Moderate,High
1,Hyderabad,17.398945,78.457085,26.2,7.3,66,2026-06-01,Medium,Moderate,High
2,Hyderabad,17.398945,78.457085,28.0,6.2,58,2026-06-01,Medium,Moderate,Moderate
3,Hyderabad,17.398945,78.457085,30.2,8.5,51,2026-06-01,Medium,Moderate,Moderate
4,Hyderabad,17.398945,78.457085,32.3,8.6,43,2026-06-01,Hot,Moderate,Moderate
5,Hyderabad,17.398945,78.457085,34.0,8.1,37,2026-06-01,Hot,Moderate,Moderate
6,Hyderabad,17.398945,78.457085,35.5,7.2,32,2026-06-01,Hot,Moderate,Moderate
7,Hyderabad,17.398945,78.457085,36.7,7.9,29,2026-06-01,Hot,Moderate,Low
8,Hyderabad,17.398945,78.457085,37.0,10.5,27,2026-06-01,Hot,High,Low
9,Hyderabad,17.398945,78.457085,37.1,11.8,27,2026-06-01,Hot,High,Low
10,Hyderabad,17.398945,78.457085,36.8,11.2,28,2026-06-01,Hot,High,Low
11,Hyderabad,17.398945,78.457085,36.2,10.9,30,2026-06-01,Hot,High,Low
12,Hyderabad,17.398945,78.457085,35.3,7.5,33,2026-06-01,Hot,Moderate,Moderate
13,Hyderabad,17.398945,78.457085,34.7,8.4,34,2026-06-01,Hot,Moderate,Moderate
14,Hyderabad,17.398945,78.457085,33.9,9.4,37,2026-06-01,Hot,Moderate,Moderate
15,Hyderabad,17.398945,78.457085,33.4,7.6,39,2026-06-01,Hot,Moderate,Moderate
16,Hyderabad,17.398945,78.457085,31.4,8.8,48,2026-06-01,Medium,Moderate,Moderate
17,Hyderabad,17.398945,78.457085,30.5,7.1,51,2026-06-01,Medium,Moderate,Moderate
18,Hyderabad,17.398945,78.457085,29.9,6.2,54,2026-06-01,Medium,Moderate,Moderate
19,Hyderabad,17.398945,78.457085,27.8,16.7,60,2026-06-01,Medium,Very High,Moderate
20,Hyderabad,17.398945,78.457085,23.8,12.5,86,2026-06-01,Cool,High,Very High
21,Hyderabad,17.398945,78.457085,24.2,9.5,89,2026-06-01,Cool,Moderate,Very High
22,Hyderabad,17.398945,78.457085,24.3,10.6,89,2026-06-01,Cool,High,Very High
23,Hyderabad,17.398945,78.457085,24.4,8.4,84,2026-06-01,Cool,Moderate,Very High
0,Hyderabad,17.398945,78.457085,24.3,7.6,81,2026-06-02,Cool,Moderate,Very High
1,Hyderabad,17.398945,78.457085,25.1,6.5,77,2026-06-02,Medium,Moderate,High
2,Hyderabad,17.398945,78.457085,26.4,5.8,72,2026-06-02,Medium,Moderate,High
3,Hyderabad,17.398945,78.457085,27.9,5.2,65,2026-06-02,Medium,Moderate,High
4,Hyderabad,17.398945,78.457085,29.6,5.4,57,2026-06-02,Medium,Moderate,Moderate
5,Hyderabad,17.398945,78.457085,31.6,6.4,48,2026-06-02,Medium,Moderate,Moderate
6,Hyderabad,17.398945,78.457085,33.2,7.0,42,2026-06-02,Hot,Moderate,Moderate
7,Hyderabad,17.398945,78.457085,34.2,6.5,39,2026-06-02,Hot,Moderate,Moderate
8,Hyderabad,17.398945,78.457085,34.8,5.6,38,2026-06-02,Hot,Moderate,Moderate
9,Hyderabad,17.398945,78.457085,35.2,5.0,36,2026-06-02,Hot,Low,Moderate
10,Hyderabad,17.398945,78.457085,35.3,5.2,35,2026-06-02,Hot,Moderate,Moderate
11,Hyderabad,17.398945,78.457085,35.2,5.9,34,2026-06-02,Hot,Moderate,Moderate
12,Hyderabad,17.398945,78.457085,34.7,6.3,35,2026-06-02,Hot,Moderate,Moderate
13,Hyderabad,17.398945,78.457085,33.9,5.7,38,2026-06-02,Hot,Moderate,Moderate
14,Hyderabad,17.398945,78.457085,32.8,4.7,44,2026-06-02,Hot,Low,Moderate
15,Hyderabad,17.398945,78.457085,31.9,3.3,49,2026-06-02,Medium,Low,Moderate
16,Hyderabad,17.398945,78.457085,31.2,2.2,53,2026-06-02,Medium,Low,Moderate
17,Hyderabad,17.398945,78.457085,30.8,3.9,55,2026-06-02,Medium,Low,Moderate
18,Hyderabad,17.398945,78.457085,30.1,6.1,57,2026-06-02,Medium,Moderate,Moderate
19,Hyderabad,17.398945,78.457085,28.8,7.6,61,2026-06-02,Medium,Moderate,High
20,Hyderabad,17.398945,78.457085,27.3,8.8,66,2026-06-02,Medium,Moderate,High
21,Hyderabad,17.398945,78.457085,26.1,9.6,71,2026-06-02,Medium,Moderate,High
22,Hyderabad,17.398945,78.457085,25.6,9.4,73,2026-06-02,Medium,Moderate,High
23,Hyderabad,17.398945,78.457085,25.4,9.0,74,2026-06-02,Medium,Moderate,High
0,Hyderabad,17.398945,78.457085,25.8,8.8,72,2026-06-03,Medium,Moderate,High
1,Hyderabad,17.398945,78.457085,26.8,9.1,67,2026-06-03,Medium,Moderate,High
2,Hyderabad,17.398945,78.457085,28.2,9.2,61,2026-06-03,Medium,Moderate,High
3,Hyderabad,17.398945,78.457085,29.8,9.5,55,2026-06-03,Medium,Moderate,Moderate
4,Hyderabad,17.398945,78.457085,31.4,10.1,50,2026-06-03,Medium,High,Moderate
5,Hyderabad,17.398945,78.457085,33.0,10.9,45,2026-06-03,Hot,High,Moderate
6,Hyderabad,17.398945,78.457085,34.2,11.1,41,2026-06-03,Hot,High,Moderate
7,Hyderabad,17.398945,78.457085,35.2,10.1,38,2026-06-03,Hot,High,Moderate
8,Hyderabad,17.398945,78.457085,36.0,8.7,36,2026-06-03,Hot,Moderate,Moderate
9,Hyderabad,17.398945,78.457085,36.0,7.8,36,2026-06-03,Hot,Moderate,Moderate
10,Hyderabad,17.398945,78.457085,35.1,8.4,39,2026-06-03,Hot,Moderate,Moderate
11,Hyderabad,17.398945,78.457085,33.5,9.6,44,2026-06-03,Hot,Moderate,Moderate
12,Hyderabad,17.398945,78.457085,32.0,9.6,51,2026-06-03,Medium,Moderate,Moderate
13,Hyderabad,17.398945,78.457085,31.0,7.1,56,2026-06-03,Medium,Moderate,Moderate
14,Hyderabad,17.398945,78.457085,30.0,5.1,62,2026-06-03,Medium,Moderate,High
15,Hyderabad,17.398945,78.457085,28.9,6.0,69,2026-06-03,Medium,Moderate,High
16,Hyderabad,17.398945,78.457085,27.1,6.8,78,2026-06-03,Medium,Moderate,High
17,Hyderabad,17.398945,78.457085,25.1,9.6,88,2026-06-03,Medium,Moderate,Very High
18,Hyderabad,17.398945,78.457085,23.8,12.3,95,2026-06-03,Cool,High,Very High
19,Hyderabad,17.398945,78.457085,23.5,11.7,96,2026-06-03,Cool,High,Very High
20,Hyderabad,17.398945,78.457085,24.0,9.4,92,2026-06-03,Cool,Moderate,Very High
21,Hyderabad,17.398945,78.457085,24.4,7.8,89,2026-06-03,Cool,Moderate,Very High
22,Hyderabad,17.398945,78.457085,24.4,7.8,88,2026-06-03,Cool,Moderate,Very High
23,Hyderabad,17.398945,78.457085,24.2,8.6,88,2026-06-03,Cool,Moderate,Very High
0,Hyderabad,17.398945,78.457085,24.5,9.4,86,2026-06-04,Cool,Moderate,Very High
1,Hyderabad,17.398945,78.457085,25.3,10.2,83,2026-06-04,Medium,High,Very High
2,Hyderabad,17.398945,78.457085,26.5,10.7,80,2026-06-04,Medium,High,High
3,Hyderabad,17.398945,78.457085,27.9,10.9,75,2026-06-04,Medium,High,High
4,Hyderabad,17.398945,78.457085,29.4,10.8,67,2026-06-04,Medium,High,High
5,Hyderabad,17.398945,78.457085,31.1,10.5,60,2026-06-04,Medium,High,Moderate
6,Hyderabad,17.398945,78.457085,32.3,10.7,55,2026-06-04,Hot,High,Moderate
7,Hyderabad,17.398945,78.457085,34.1,9.7,45,2026-06-04,Hot,Moderate,Moderate
8,Hyderabad,17.398945,78.457085,33.7,8.9,46,2026-06-04,Hot,Moderate,Moderate
9,Hyderabad,17.398945,78.457085,32.8,7.7,49,2026-06-04,Hot,Moderate,Moderate
10,Hyderabad,17.398945,78.457085,31.9,6.8,53,2026-06-04,Medium,Moderate,Moderate
11,Hyderabad,17.398945,78.457085,31.0,6.2,56,2026-06-04,Medium,Moderate,Moderate
12,Hyderabad,17.398945,78.457085,30.3,6.1,59,2026-06-04,Medium,Moderate,Moderate
13,Hyderabad,17.398945,78.457085,29.9,6.5,61,2026-06-04,Medium,Moderate,High
14,Hyderabad,17.398945,78.457085,29.4,7.3,63,2026-06-04,Medium,Moderate,High
15,Hyderabad,17.398945,78.457085,29.0,8.1,65,2026-06-04,Medium,Moderate,High
16,Hyderabad,17.398945,78.457085,28.7,9.1,66,2026-06-04,Medium,Moderate,High
17,Hyderabad,17.398945,78.457085,28.3,10.0,68,2026-06-04,Medium,Moderate,High
18,Hyderabad,17.398945,78.457085,27.9,10.6,70,2026-06-04,Medium,High,High
19,Hyderabad,17.398945,78.457085,27.4,10.8,73,2026-06-04,Medium,High,High
20,Hyderabad,17.398945,78.457085,26.6,10.9,77,2026-06-04,Medium,High,High
21,Hyderabad,17.398945,78.457085,25.9,11.0,81,2026-06-04,Medium,High,Very High
22,Hyderabad,17.398945,78.457085,25.2,11.2,85,2026-06-04,Medium,High,Very High
23,Hyderabad,17.398945,78.457085,24.9,11.2,87,2026-06-04,Cool,High,Very High
